     91.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
     94.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
     96.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
     98.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    100.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    102.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    104.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    106.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    108.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    110.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    114.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    118.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    121.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    125.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    127.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    128.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    131.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    132.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    134.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    137.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    140.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    143.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    147.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    151.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    155.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    159.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    162.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    166.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    170.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    173.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    177.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    180.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    182.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    186.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    191.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    194.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    198.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    202.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    205.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    210.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    216.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    220.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    223.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    227.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    230.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    234.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    240.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    246.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    252.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    257.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    260.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    264.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    269.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    274.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    279.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    284.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    290.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    296.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    301.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    308.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    318.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    328.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    338.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    348.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    357.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    366.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    375.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    385.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    395.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    405.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    414.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    422.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    430.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    441.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    451.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    460.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    470.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    480.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    490.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    500.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    506.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    512.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    520.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
    530.0 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
